model,method,dataset,task,augmentation_rate,eval_score
deepseek,cut,newleetcode.json,Q00008,0.0,0
deepseek,cut,newleetcode.json,Q00008,0.1,0.0
deepseek,cut,newleetcode.json,Q00008,0.2,
deepseek,cut,newleetcode.json,Q00008,0.3,0.0
deepseek,cut,newleetcode.json,Q00008,0.4,0.0
deepseek,cut,newleetcode.json,Q00008,0.5,0
deepseek,cut,newleetcode.json,Q00008,0.6,0.0
deepseek,cut,newleetcode.json,Q00008,0.7,0.0
deepseek,cut,newleetcode.json,Q00008,0.8,0
deepseek,cut,newleetcode.json,Q00008,0.9,0
deepseek,cut,newleetcode.json,Q00008,1.0,0
