model,method,dataset,task,augmentation_rate,eval_score
deepseek,cut,newleetcode.json,Q00018,0.0,0
deepseek,cut,newleetcode.json,Q00018,0.1,0
deepseek,cut,newleetcode.json,Q00018,0.2,0
deepseek,cut,newleetcode.json,Q00018,0.3,0
deepseek,cut,newleetcode.json,Q00018,0.4,0
deepseek,cut,newleetcode.json,Q00018,0.5,0
deepseek,cut,newleetcode.json,Q00018,0.6,0
deepseek,cut,newleetcode.json,Q00018,0.7,0
deepseek,cut,newleetcode.json,Q00018,0.8,0
deepseek,cut,newleetcode.json,Q00018,0.9,0
deepseek,cut,newleetcode.json,Q00018,1.0,0
