model,method,dataset,task,augmentation_rate,eval_score
deepseek,cut,newleetcode.json,Q00003,0.0,0
deepseek,cut,newleetcode.json,Q00003,0.1,0
deepseek,cut,newleetcode.json,Q00003,0.2,0
deepseek,cut,newleetcode.json,Q00003,0.3,0
deepseek,cut,newleetcode.json,Q00003,0.4,0
deepseek,cut,newleetcode.json,Q00003,0.5,0
deepseek,cut,newleetcode.json,Q00003,0.6,0
deepseek,cut,newleetcode.json,Q00003,0.7,0
deepseek,cut,newleetcode.json,Q00003,0.8,0
deepseek,cut,newleetcode.json,Q00003,0.9,0
deepseek,cut,newleetcode.json,Q00003,1.0,0
