model,method,dataset,task,augmentation_rate,eval_score
openai,random,oldleetcode.json,Q00002,0.0,1
openai,random,oldleetcode.json,Q00002,0.1,1
openai,random,oldleetcode.json,Q00002,0.2,1
openai,random,oldleetcode.json,Q00002,0.3,1
openai,random,oldleetcode.json,Q00002,0.4,0
openai,random,oldleetcode.json,Q00002,0.5,1
openai,random,oldleetcode.json,Q00002,0.6,0
openai,random,oldleetcode.json,Q00002,0.7,0
openai,random,oldleetcode.json,Q00002,0.8,0
openai,random,oldleetcode.json,Q00002,0.9,0
openai,random,oldleetcode.json,Q00002,1.0,0
