model,method,dataset,task,augmentation_rate,eval_score
openai,random,oldleetcode.json,Q00003,0.0,1
openai,random,oldleetcode.json,Q00003,0.1,1
openai,random,oldleetcode.json,Q00003,0.2,1
openai,random,oldleetcode.json,Q00003,0.3,0
openai,random,oldleetcode.json,Q00003,0.4,0
openai,random,oldleetcode.json,Q00003,0.5,0
openai,random,oldleetcode.json,Q00003,0.6,1
openai,random,oldleetcode.json,Q00003,0.7,0
openai,random,oldleetcode.json,Q00003,0.8,0
openai,random,oldleetcode.json,Q00003,0.9,0
openai,random,oldleetcode.json,Q00003,1.0,0
