Augmentation Rate,Claude 3.5,DeepSeek V3,Gemini 2.0,Llama 3.3,GPT-4o-mini
0.0,1.0,1.0,1.0,1.0,1.0
0.1,0.3333333333333333,0.22222222222222224,0.4444444444444445,0.3846153846153846,0.16666666666666669
0.2,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.23076923076923075,0.25
0.3,0.11111111111111112,0.22222222222222224,0.11111111111111112,0.15384615384615385,0.0
0.4,0.0,0.0,0.05555555555555556,0.0,0.0
0.5,0.0,0.0,0.0,0.15384615384615385,0.0
0.6,0.0,0.0,0.0,0.07692307692307693,0.0
0.7,0.0,0.0,0.0,0.07692307692307693,0.0
0.8,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.07692307692307693,0.0
1.0,0.0,0.0,0.05555555555555556,0.07692307692307693,0.0
