Augmentation Rate,Claude 3.5,DeepSeek V3,Gemini 2.0,Llama 3.3,GPT-4o-mini
0.0,1.0,1.0,1.0,1.0,1.0
0.1,0.6666666666666666,0.6666666666666666,0.888888888888889,0.7692307692307692,0.75
0.2,0.6666666666666666,0.3333333333333333,0.7777777777777777,0.6923076923076923,1.0
0.3,0.6666666666666666,0.7777777777777777,0.6666666666666666,0.6923076923076923,0.5
0.4,0.5555555555555556,0.6666666666666666,0.8333333333333333,0.5384615384615384,0.33333333333333337
0.5,0.4444444444444445,0.7777777777777777,0.7222222222222222,0.5384615384615384,0.4166666666666667
0.6,0.11111111111111112,0.4444444444444445,0.5555555555555556,0.4615384615384615,0.25
0.7,0.22222222222222224,0.4444444444444445,0.38888888888888884,0.5384615384615384,0.25
0.8,0.11111111111111112,0.22222222222222224,0.4444444444444445,0.3846153846153846,0.33333333333333337
0.9,0.3333333333333333,0.22222222222222224,0.4444444444444445,0.3846153846153846,0.16666666666666669
1.0,0.0,0.3333333333333333,0.2777777777777778,0.4615384615384615,0.25
