Augmentation Rate,Claude 3.5,DeepSeek V3,Gemini 2.0,Llama 3.3,GPT-4o-mini
0.0,1.0,1.0,1.0,1.0,1.0
0.1,1.0,0.923076923076923,1.0,1.0,1.0
0.2,1.0,0.923076923076923,1.0,1.0,1.0
0.3,1.0,1.0,1.0,0.9166666666666667,0.7692307692307692
0.4,1.0,0.7692307692307692,1.0,0.6666666666666667,0.6923076923076923
0.5,0.9,0.5384615384615384,0.8461538461538461,0.5,0.6153846153846154
0.6,0.6,0.6153846153846154,0.3076923076923077,0.4166666666666667,0.3076923076923077
0.7,0.6,0.4615384615384615,0.23076923076923075,0.33333333333333337,0.3076923076923077
0.8,0.5,0.4615384615384615,0.23076923076923075,0.33333333333333337,0.23076923076923075
0.9,0.4,0.4615384615384615,0.23076923076923075,0.16666666666666669,0.23076923076923075
1.0,0.6,0.4615384615384615,0.23076923076923075,0.25,0.23076923076923075
