Augmentation Rate,Claude 3.5,DeepSeek V3,Gemini 2.0,Llama 3.3,GPT-4o-mini
0.0,1.0,1.0,1.0,1.0,1.0
0.1,0.5555555555555555,0.48148148148148157,0.6851851851851852,0.6153846153846153,0.5833333333333334
0.2,0.40740740740740744,0.3333333333333333,0.5,0.5128205128205129,0.5833333333333334
0.3,0.3333333333333333,0.4074074074074074,0.38888888888888884,0.358974358974359,0.3055555555555556
0.4,0.3333333333333333,0.25925925925925924,0.4259259259259259,0.28205128205128205,0.19444444444444445
0.5,0.22222222222222224,0.3703703703703703,0.3148148148148148,0.25641025641025644,0.16666666666666666
0.6,0.03703703703703704,0.1851851851851852,0.20370370370370372,0.1794871794871795,0.11111111111111112
0.7,0.07407407407407408,0.14814814814814817,0.16666666666666666,0.23076923076923075,0.11111111111111112
0.8,0.03703703703703704,0.07407407407407408,0.1851851851851852,0.1282051282051282,0.13888888888888892
0.9,0.1111111111111111,0.07407407407407408,0.14814814814814817,0.15384615384615383,0.05555555555555556
1.0,0.0,0.1111111111111111,0.11111111111111112,0.1794871794871795,0.08333333333333333
