Augmentation Rate,Claude 3.5,DeepSeek V3,Gemini 2.0,Llama 3.3,GPT-4o-mini
0.0,1.0,1.0,1.0,1.0,1.0
0.1,1.0,0.6666666666666667,0.7499999999999999,1.0,0.4444444444444445
0.2,1.0,0.8333333333333334,0.7499999999999999,0.8333333333333334,0.5555555555555556
0.3,1.0,0.5,0.37499999999999994,0.8333333333333334,0.5555555555555556
0.4,1.0,0.33333333333333337,0.25,0.33333333333333337,0.3333333333333333
0.5,0.5,0.5,0.37499999999999994,0.16666666666666669,0.22222222222222224
0.6,0.7499999999999999,0.16666666666666669,0.25,0.16666666666666669,0.11111111111111112
0.7,0.25,0.16666666666666669,0.0,0.0,0.11111111111111112
0.8,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
