Augmentation Rate,Claude 3.5,DeepSeek V3,Gemini 2.0,Llama 3.3,GPT-4o-mini
0.0,1.0,1.0,1.0,1.0,1.0
0.1,0.7499999999999999,1.0,0.625,1.0,0.6666666666666666
0.2,0.7499999999999999,0.33333333333333337,0.25,0.8333333333333334,0.4444444444444445
0.3,0.5,0.5,0.25,0.33333333333333337,0.3333333333333333
0.4,0.5,0.16666666666666669,0.125,0.16666666666666669,0.11111111111111112
0.5,0.0,0.0,0.125,0.0,0.0
0.6,0.25,0.16666666666666669,0.0,0.16666666666666669,0.11111111111111112
0.7,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
