Augmentation Rate,Claude 3.5,DeepSeek V3,Gemini 2.0,Llama 3.3,GPT-4o-mini
0.0,1.0,1.0,1.0,1.0,1.0
0.1,1.0,0.923076923076923,0.923076923076923,1.0,0.923076923076923
0.2,1.0,0.923076923076923,0.923076923076923,0.9166666666666667,0.8461538461538461
0.3,1.0,1.0,0.923076923076923,1.0,0.6923076923076923
0.4,1.0,0.6923076923076923,0.7692307692307692,0.6666666666666667,0.6153846153846154
0.5,1.0,0.6923076923076923,0.6153846153846154,0.5,0.5384615384615384
0.6,0.8,0.4615384615384615,0.3076923076923077,0.5,0.3846153846153846
0.7,0.5,0.4615384615384615,0.3076923076923077,0.33333333333333337,0.3076923076923077
0.8,0.0,0.0,0.07692307692307693,0.08333333333333334,0.0
0.9,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
