model,method,dataset,task,augmentation_rate,eval_score
openai,random,newleetcode.json,Q00000,0.0,0
openai,random,newleetcode.json,Q00000,0.1,0
openai,random,newleetcode.json,Q00000,0.2,0
openai,random,newleetcode.json,Q00000,0.3,0
openai,random,newleetcode.json,Q00000,0.4,0
openai,random,newleetcode.json,Q00000,0.5,0
openai,random,newleetcode.json,Q00000,0.6,0
openai,random,newleetcode.json,Q00000,0.7,0
openai,random,newleetcode.json,Q00000,0.8,0
openai,random,newleetcode.json,Q00000,0.9,0
openai,random,newleetcode.json,Q00000,1.0,0
