model,method,dataset,task,augmentation_rate,eval_score
google,synonym,newleetcode.json,Q00015,0.0,0
google,synonym,newleetcode.json,Q00015,0.1,1
google,synonym,newleetcode.json,Q00015,0.2,1
google,synonym,newleetcode.json,Q00015,0.3,1
google,synonym,newleetcode.json,Q00015,0.4,1
google,synonym,newleetcode.json,Q00015,0.5,1
google,synonym,newleetcode.json,Q00015,0.6,0
google,synonym,newleetcode.json,Q00015,0.7,0
google,synonym,newleetcode.json,Q00015,0.8,0
google,synonym,newleetcode.json,Q00015,0.9,1
google,synonym,newleetcode.json,Q00015,1.0,0
