model,method,dataset,task,augmentation_rate,eval_score
google,synonym,newleetcode.json,Q00010,0.0,0
google,synonym,newleetcode.json,Q00010,0.1,1
google,synonym,newleetcode.json,Q00010,0.2,0
google,synonym,newleetcode.json,Q00010,0.3,1
google,synonym,newleetcode.json,Q00010,0.4,0
google,synonym,newleetcode.json,Q00010,0.5,1
google,synonym,newleetcode.json,Q00010,0.6,1
google,synonym,newleetcode.json,Q00010,0.7,1
google,synonym,newleetcode.json,Q00010,0.8,1
google,synonym,newleetcode.json,Q00010,0.9,0
google,synonym,newleetcode.json,Q00010,1.0,1
