model,method,dataset,task,augmentation_rate,eval_score
google,synonym,newleetcode.json,Q00012,0.0,1
google,synonym,newleetcode.json,Q00012,0.1,1
google,synonym,newleetcode.json,Q00012,0.2,1
google,synonym,newleetcode.json,Q00012,0.3,1
google,synonym,newleetcode.json,Q00012,0.4,0
google,synonym,newleetcode.json,Q00012,0.5,0
google,synonym,newleetcode.json,Q00012,0.6,1
google,synonym,newleetcode.json,Q00012,0.7,1
google,synonym,newleetcode.json,Q00012,0.8,1
google,synonym,newleetcode.json,Q00012,0.9,0
google,synonym,newleetcode.json,Q00012,1.0,0
