model,method,dataset,task,augmentation_rate,eval_score
meta,keyboard,oldleetcode.json,Q00007,0.0,1
meta,keyboard,oldleetcode.json,Q00007,0.1,1
meta,keyboard,oldleetcode.json,Q00007,0.2,1
meta,keyboard,oldleetcode.json,Q00007,0.3,0
meta,keyboard,oldleetcode.json,Q00007,0.4,1
meta,keyboard,oldleetcode.json,Q00007,0.5,1
meta,keyboard,oldleetcode.json,Q00007,0.6,1
meta,keyboard,oldleetcode.json,Q00007,0.7,1
meta,keyboard,oldleetcode.json,Q00007,0.8,1
meta,keyboard,oldleetcode.json,Q00007,0.9,1
meta,keyboard,oldleetcode.json,Q00007,1.0,1
