model,method,dataset,task,augmentation_rate,eval_score
meta,keyboard,oldleetcode.json,Q00012,0.0,1
meta,keyboard,oldleetcode.json,Q00012,0.1,1
meta,keyboard,oldleetcode.json,Q00012,0.2,0
meta,keyboard,oldleetcode.json,Q00012,0.3,1
meta,keyboard,oldleetcode.json,Q00012,0.4,1
meta,keyboard,oldleetcode.json,Q00012,0.5,1
meta,keyboard,oldleetcode.json,Q00012,0.6,1
meta,keyboard,oldleetcode.json,Q00012,0.7,1
meta,keyboard,oldleetcode.json,Q00012,0.8,1
meta,keyboard,oldleetcode.json,Q00012,0.9,1
meta,keyboard,oldleetcode.json,Q00012,1.0,1
