model,method,dataset,task,augmentation_rate,eval_score
meta,keyboard,oldleetcode.json,Q00011,0.0,1
meta,keyboard,oldleetcode.json,Q00011,0.1,1
meta,keyboard,oldleetcode.json,Q00011,0.2,1
meta,keyboard,oldleetcode.json,Q00011,0.3,1
meta,keyboard,oldleetcode.json,Q00011,0.4,1
meta,keyboard,oldleetcode.json,Q00011,0.5,0
meta,keyboard,oldleetcode.json,Q00011,0.6,1
meta,keyboard,oldleetcode.json,Q00011,0.7,0
meta,keyboard,oldleetcode.json,Q00011,0.8,1
meta,keyboard,oldleetcode.json,Q00011,0.9,0
meta,keyboard,oldleetcode.json,Q00011,1.0,0
