model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,math.json,Q00019,0.0,
deepseek,keyboard,math.json,Q00019,0.1,0.0
deepseek,keyboard,math.json,Q00019,0.2,
deepseek,keyboard,math.json,Q00019,0.3,
deepseek,keyboard,math.json,Q00019,0.4,
deepseek,keyboard,math.json,Q00019,0.5,
deepseek,keyboard,math.json,Q00019,0.6,0.0
deepseek,keyboard,math.json,Q00019,0.7,
deepseek,keyboard,math.json,Q00019,0.8,
deepseek,keyboard,math.json,Q00019,0.9,
deepseek,keyboard,math.json,Q00019,1.0,
