model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,math.json,Q00017,0.0,
deepseek,keyboard,math.json,Q00017,0.1,0.0
deepseek,keyboard,math.json,Q00017,0.2,
deepseek,keyboard,math.json,Q00017,0.3,
deepseek,keyboard,math.json,Q00017,0.4,
deepseek,keyboard,math.json,Q00017,0.5,
deepseek,keyboard,math.json,Q00017,0.6,
deepseek,keyboard,math.json,Q00017,0.7,0.0
deepseek,keyboard,math.json,Q00017,0.8,0.0
deepseek,keyboard,math.json,Q00017,0.9,0.0
deepseek,keyboard,math.json,Q00017,1.0,
