model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,math.json,Q00008,0.0,
deepseek,keyboard,math.json,Q00008,0.1,
deepseek,keyboard,math.json,Q00008,0.2,
deepseek,keyboard,math.json,Q00008,0.3,
deepseek,keyboard,math.json,Q00008,0.4,1.0
deepseek,keyboard,math.json,Q00008,0.5,1.0
deepseek,keyboard,math.json,Q00008,0.6,1.0
deepseek,keyboard,math.json,Q00008,0.7,1.0
deepseek,keyboard,math.json,Q00008,0.8,1.0
deepseek,keyboard,math.json,Q00008,0.9,
deepseek,keyboard,math.json,Q00008,1.0,0.0
