model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,math.json,Q00006,0.0,1.0
deepseek,keyboard,math.json,Q00006,0.1,1.0
deepseek,keyboard,math.json,Q00006,0.2,
deepseek,keyboard,math.json,Q00006,0.3,
deepseek,keyboard,math.json,Q00006,0.4,1.0
deepseek,keyboard,math.json,Q00006,0.5,0.0
deepseek,keyboard,math.json,Q00006,0.6,
deepseek,keyboard,math.json,Q00006,0.7,0.0
deepseek,keyboard,math.json,Q00006,0.8,0.0
deepseek,keyboard,math.json,Q00006,0.9,0.0
deepseek,keyboard,math.json,Q00006,1.0,0.0
