model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,math.json,Q00004,0.0,1.0
deepseek,keyboard,math.json,Q00004,0.1,1.0
deepseek,keyboard,math.json,Q00004,0.2,
deepseek,keyboard,math.json,Q00004,0.3,1.0
deepseek,keyboard,math.json,Q00004,0.4,1.0
deepseek,keyboard,math.json,Q00004,0.5,1.0
deepseek,keyboard,math.json,Q00004,0.6,1.0
deepseek,keyboard,math.json,Q00004,0.7,1.0
deepseek,keyboard,math.json,Q00004,0.8,
deepseek,keyboard,math.json,Q00004,0.9,
deepseek,keyboard,math.json,Q00004,1.0,
