model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,math.json,Q00016,0.0,0.0
deepseek,keyboard,math.json,Q00016,0.1,0.0
deepseek,keyboard,math.json,Q00016,0.2,
deepseek,keyboard,math.json,Q00016,0.3,1.0
deepseek,keyboard,math.json,Q00016,0.4,
deepseek,keyboard,math.json,Q00016,0.5,
deepseek,keyboard,math.json,Q00016,0.6,0.0
deepseek,keyboard,math.json,Q00016,0.7,0.0
deepseek,keyboard,math.json,Q00016,0.8,0.0
deepseek,keyboard,math.json,Q00016,0.9,0.0
deepseek,keyboard,math.json,Q00016,1.0,0.0
