model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,math.json,Q00010,0.0,
deepseek,keyboard,math.json,Q00010,0.1,
deepseek,keyboard,math.json,Q00010,0.2,
deepseek,keyboard,math.json,Q00010,0.3,1.0
deepseek,keyboard,math.json,Q00010,0.4,
deepseek,keyboard,math.json,Q00010,0.5,
deepseek,keyboard,math.json,Q00010,0.6,
deepseek,keyboard,math.json,Q00010,0.7,0.0
deepseek,keyboard,math.json,Q00010,0.8,
deepseek,keyboard,math.json,Q00010,0.9,
deepseek,keyboard,math.json,Q00010,1.0,0.0
