model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,math.json,Q00013,0.0,
deepseek,keyboard,math.json,Q00013,0.1,
deepseek,keyboard,math.json,Q00013,0.2,
deepseek,keyboard,math.json,Q00013,0.3,
deepseek,keyboard,math.json,Q00013,0.4,0.0
deepseek,keyboard,math.json,Q00013,0.5,1.0
deepseek,keyboard,math.json,Q00013,0.6,0.0
deepseek,keyboard,math.json,Q00013,0.7,
deepseek,keyboard,math.json,Q00013,0.8,0.0
deepseek,keyboard,math.json,Q00013,0.9,0.0
deepseek,keyboard,math.json,Q00013,1.0,0.0
