model,method,dataset,task,augmentation_rate,eval_score
openai,keyboard,newleetcode.json,Q00015,0.0,0
openai,keyboard,newleetcode.json,Q00015,0.1,0
openai,keyboard,newleetcode.json,Q00015,0.2,0
openai,keyboard,newleetcode.json,Q00015,0.3,0
openai,keyboard,newleetcode.json,Q00015,0.4,0
openai,keyboard,newleetcode.json,Q00015,0.5,0
openai,keyboard,newleetcode.json,Q00015,0.6,0
openai,keyboard,newleetcode.json,Q00015,0.7,0
openai,keyboard,newleetcode.json,Q00015,0.8,0
openai,keyboard,newleetcode.json,Q00015,0.9,0
openai,keyboard,newleetcode.json,Q00015,1.0,0
