model,method,dataset,task,augmentation_rate,eval_score
openai,synonym,newleetcode.json,Q00003,0.0,1
openai,synonym,newleetcode.json,Q00003,0.1,1
openai,synonym,newleetcode.json,Q00003,0.2,0
openai,synonym,newleetcode.json,Q00003,0.3,1
openai,synonym,newleetcode.json,Q00003,0.4,0
openai,synonym,newleetcode.json,Q00003,0.5,0
openai,synonym,newleetcode.json,Q00003,0.6,1
openai,synonym,newleetcode.json,Q00003,0.7,0
openai,synonym,newleetcode.json,Q00003,0.8,1
openai,synonym,newleetcode.json,Q00003,0.9,1
openai,synonym,newleetcode.json,Q00003,1.0,0
