model,method,dataset,task,augmentation_rate,eval_score
openai,synonym,newleetcode.json,Q00014,0.0,0
openai,synonym,newleetcode.json,Q00014,0.1,0
openai,synonym,newleetcode.json,Q00014,0.2,0
openai,synonym,newleetcode.json,Q00014,0.3,1
openai,synonym,newleetcode.json,Q00014,0.4,1
openai,synonym,newleetcode.json,Q00014,0.5,0
openai,synonym,newleetcode.json,Q00014,0.6,1
openai,synonym,newleetcode.json,Q00014,0.7,0
openai,synonym,newleetcode.json,Q00014,0.8,1
openai,synonym,newleetcode.json,Q00014,0.9,1
openai,synonym,newleetcode.json,Q00014,1.0,0
