model,method,dataset,task,augmentation_rate,eval_score
deepseek,random,oldleetcode.json,Q00005,0.0,1
deepseek,random,oldleetcode.json,Q00005,0.1,1
deepseek,random,oldleetcode.json,Q00005,0.2,1
deepseek,random,oldleetcode.json,Q00005,0.3,1
deepseek,random,oldleetcode.json,Q00005,0.4,1
deepseek,random,oldleetcode.json,Q00005,0.5,1
deepseek,random,oldleetcode.json,Q00005,0.6,1
deepseek,random,oldleetcode.json,Q00005,0.7,1
deepseek,random,oldleetcode.json,Q00005,0.8,0
deepseek,random,oldleetcode.json,Q00005,0.9,0
deepseek,random,oldleetcode.json,Q00005,1.0,0
