model,method,dataset,task,augmentation_rate,eval_score
google,synonym,oldleetcode.json,Q00007,0.0,1
google,synonym,oldleetcode.json,Q00007,0.1,1
google,synonym,oldleetcode.json,Q00007,0.2,1
google,synonym,oldleetcode.json,Q00007,0.3,1
google,synonym,oldleetcode.json,Q00007,0.4,1
google,synonym,oldleetcode.json,Q00007,0.5,1
google,synonym,oldleetcode.json,Q00007,0.6,1
google,synonym,oldleetcode.json,Q00007,0.7,1
google,synonym,oldleetcode.json,Q00007,0.8,1
google,synonym,oldleetcode.json,Q00007,0.9,1
google,synonym,oldleetcode.json,Q00007,1.0,1
