model,method,dataset,task,augmentation_rate,eval_score
google,synonym,oldleetcode.json,Q00017,0.0,0
google,synonym,oldleetcode.json,Q00017,0.1,0
google,synonym,oldleetcode.json,Q00017,0.2,0
google,synonym,oldleetcode.json,Q00017,0.3,0
google,synonym,oldleetcode.json,Q00017,0.4,0
google,synonym,oldleetcode.json,Q00017,0.5,0
google,synonym,oldleetcode.json,Q00017,0.6,0
google,synonym,oldleetcode.json,Q00017,0.7,0
google,synonym,oldleetcode.json,Q00017,0.8,0
google,synonym,oldleetcode.json,Q00017,0.9,0
google,synonym,oldleetcode.json,Q00017,1.0,0
