model,method,dataset,task,augmentation_rate,eval_score
anthropic,cut,oldleetcode.json,Q00013,0.0,1
anthropic,cut,oldleetcode.json,Q00013,0.1,1
anthropic,cut,oldleetcode.json,Q00013,0.2,1
anthropic,cut,oldleetcode.json,Q00013,0.3,1
anthropic,cut,oldleetcode.json,Q00013,0.4,1
anthropic,cut,oldleetcode.json,Q00013,0.5,1
anthropic,cut,oldleetcode.json,Q00013,0.6,1
anthropic,cut,oldleetcode.json,Q00013,0.7,0
anthropic,cut,oldleetcode.json,Q00013,0.8,0
anthropic,cut,oldleetcode.json,Q00013,0.9,0
anthropic,cut,oldleetcode.json,Q00013,1.0,0
