model,method,dataset,task,augmentation_rate,eval_score
anthropic,cut,oldleetcode.json,Q00019,0.0,0
anthropic,cut,oldleetcode.json,Q00019,0.1,0
anthropic,cut,oldleetcode.json,Q00019,0.2,0
anthropic,cut,oldleetcode.json,Q00019,0.3,0
anthropic,cut,oldleetcode.json,Q00019,0.4,0
anthropic,cut,oldleetcode.json,Q00019,0.5,0
anthropic,cut,oldleetcode.json,Q00019,0.6,0
anthropic,cut,oldleetcode.json,Q00019,0.7,0
anthropic,cut,oldleetcode.json,Q00019,0.8,0
anthropic,cut,oldleetcode.json,Q00019,0.9,0
anthropic,cut,oldleetcode.json,Q00019,1.0,0
