model,method,dataset,task,augmentation_rate,eval_score
anthropic,cut,oldleetcode.json,Q00004,0.0,0
anthropic,cut,oldleetcode.json,Q00004,0.1,1
anthropic,cut,oldleetcode.json,Q00004,0.2,1
anthropic,cut,oldleetcode.json,Q00004,0.3,1
anthropic,cut,oldleetcode.json,Q00004,0.4,1
anthropic,cut,oldleetcode.json,Q00004,0.5,0
anthropic,cut,oldleetcode.json,Q00004,0.6,0
anthropic,cut,oldleetcode.json,Q00004,0.7,0
anthropic,cut,oldleetcode.json,Q00004,0.8,0
anthropic,cut,oldleetcode.json,Q00004,0.9,0
anthropic,cut,oldleetcode.json,Q00004,1.0,0
