model,method,dataset,task,augmentation_rate,eval_score
meta,random,oldleetcode.json,Q00001,0.0,0
meta,random,oldleetcode.json,Q00001,0.1,0
meta,random,oldleetcode.json,Q00001,0.2,0
meta,random,oldleetcode.json,Q00001,0.3,0
meta,random,oldleetcode.json,Q00001,0.4,0
meta,random,oldleetcode.json,Q00001,0.5,0
meta,random,oldleetcode.json,Q00001,0.6,0
meta,random,oldleetcode.json,Q00001,0.7,0
meta,random,oldleetcode.json,Q00001,0.8,0
meta,random,oldleetcode.json,Q00001,0.9,0
meta,random,oldleetcode.json,Q00001,1.0,0
