model,method,dataset,task,augmentation_rate,eval_score
meta,random,oldleetcode.json,Q00011,0.0,1
meta,random,oldleetcode.json,Q00011,0.1,1
meta,random,oldleetcode.json,Q00011,0.2,1
meta,random,oldleetcode.json,Q00011,0.3,1
meta,random,oldleetcode.json,Q00011,0.4,0
meta,random,oldleetcode.json,Q00011,0.5,1
meta,random,oldleetcode.json,Q00011,0.6,1
meta,random,oldleetcode.json,Q00011,0.7,1
meta,random,oldleetcode.json,Q00011,0.8,0
meta,random,oldleetcode.json,Q00011,0.9,0
meta,random,oldleetcode.json,Q00011,1.0,0
