model,method,dataset,task,augmentation_rate,eval_score
meta,random,oldleetcode.json,Q00013,0.0,1
meta,random,oldleetcode.json,Q00013,0.1,1
meta,random,oldleetcode.json,Q00013,0.2,1
meta,random,oldleetcode.json,Q00013,0.3,1
meta,random,oldleetcode.json,Q00013,0.4,1
meta,random,oldleetcode.json,Q00013,0.5,0
meta,random,oldleetcode.json,Q00013,0.6,1
meta,random,oldleetcode.json,Q00013,0.7,0
meta,random,oldleetcode.json,Q00013,0.8,0
meta,random,oldleetcode.json,Q00013,0.9,0
meta,random,oldleetcode.json,Q00013,1.0,0
