model,method,dataset,task,augmentation_rate,eval_score
deepseek,synonym,oldleetcode.json,Q00010,0.0,1
deepseek,synonym,oldleetcode.json,Q00010,0.1,1
deepseek,synonym,oldleetcode.json,Q00010,0.2,1
deepseek,synonym,oldleetcode.json,Q00010,0.3,1
deepseek,synonym,oldleetcode.json,Q00010,0.4,1
deepseek,synonym,oldleetcode.json,Q00010,0.5,1
deepseek,synonym,oldleetcode.json,Q00010,0.6,1
deepseek,synonym,oldleetcode.json,Q00010,0.7,0
deepseek,synonym,oldleetcode.json,Q00010,0.8,1
deepseek,synonym,oldleetcode.json,Q00010,0.9,1
deepseek,synonym,oldleetcode.json,Q00010,1.0,1
