model,method,dataset,task,augmentation_rate,eval_score
google,cut,newleetcode.json,Q00009,0.0,0
google,cut,newleetcode.json,Q00009,0.1,0
google,cut,newleetcode.json,Q00009,0.2,0
google,cut,newleetcode.json,Q00009,0.3,0
google,cut,newleetcode.json,Q00009,0.4,0
google,cut,newleetcode.json,Q00009,0.5,0
google,cut,newleetcode.json,Q00009,0.6,0
google,cut,newleetcode.json,Q00009,0.7,0
google,cut,newleetcode.json,Q00009,0.8,0
google,cut,newleetcode.json,Q00009,0.9,0
google,cut,newleetcode.json,Q00009,1.0,0
