model,method,dataset,task,augmentation_rate,eval_score
anthropic,synonym,oldleetcode.json,Q00008,0.0,1
anthropic,synonym,oldleetcode.json,Q00008,0.1,1
anthropic,synonym,oldleetcode.json,Q00008,0.2,1
anthropic,synonym,oldleetcode.json,Q00008,0.3,1
anthropic,synonym,oldleetcode.json,Q00008,0.4,1
anthropic,synonym,oldleetcode.json,Q00008,0.5,1
anthropic,synonym,oldleetcode.json,Q00008,0.6,0
anthropic,synonym,oldleetcode.json,Q00008,0.7,1
anthropic,synonym,oldleetcode.json,Q00008,0.8,1
anthropic,synonym,oldleetcode.json,Q00008,0.9,1
anthropic,synonym,oldleetcode.json,Q00008,1.0,1
