model,method,dataset,task,augmentation_rate,eval_score
anthropic,synonym,oldleetcode.json,Q00012,0.0,1
anthropic,synonym,oldleetcode.json,Q00012,0.1,0
anthropic,synonym,oldleetcode.json,Q00012,0.2,0
anthropic,synonym,oldleetcode.json,Q00012,0.3,0
anthropic,synonym,oldleetcode.json,Q00012,0.4,0
anthropic,synonym,oldleetcode.json,Q00012,0.5,1
anthropic,synonym,oldleetcode.json,Q00012,0.6,0
anthropic,synonym,oldleetcode.json,Q00012,0.7,0
anthropic,synonym,oldleetcode.json,Q00012,0.8,0
anthropic,synonym,oldleetcode.json,Q00012,0.9,0
anthropic,synonym,oldleetcode.json,Q00012,1.0,0
