model,method,dataset,task,augmentation_rate,eval_score
anthropic,keyboard,newleetcode.json,Q00010,0.0,0
anthropic,keyboard,newleetcode.json,Q00010,0.1,0
anthropic,keyboard,newleetcode.json,Q00010,0.2,0
anthropic,keyboard,newleetcode.json,Q00010,0.3,0
anthropic,keyboard,newleetcode.json,Q00010,0.4,0
anthropic,keyboard,newleetcode.json,Q00010,0.5,0
anthropic,keyboard,newleetcode.json,Q00010,0.6,0
anthropic,keyboard,newleetcode.json,Q00010,0.7,0
anthropic,keyboard,newleetcode.json,Q00010,0.8,0
anthropic,keyboard,newleetcode.json,Q00010,0.9,0
anthropic,keyboard,newleetcode.json,Q00010,1.0,0
