model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,newleetcode.json,Q00016,0.0,0
deepseek,keyboard,newleetcode.json,Q00016,0.1,0
deepseek,keyboard,newleetcode.json,Q00016,0.2,0
deepseek,keyboard,newleetcode.json,Q00016,0.3,0
deepseek,keyboard,newleetcode.json,Q00016,0.4,0
deepseek,keyboard,newleetcode.json,Q00016,0.5,
deepseek,keyboard,newleetcode.json,Q00016,0.6,0
deepseek,keyboard,newleetcode.json,Q00016,0.7,
deepseek,keyboard,newleetcode.json,Q00016,0.8,0
deepseek,keyboard,newleetcode.json,Q00016,0.9,
deepseek,keyboard,newleetcode.json,Q00016,1.0,
