model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,newleetcode.json,Q00003,0.0,1
deepseek,keyboard,newleetcode.json,Q00003,0.1,1
deepseek,keyboard,newleetcode.json,Q00003,0.2,1
deepseek,keyboard,newleetcode.json,Q00003,0.3,1
deepseek,keyboard,newleetcode.json,Q00003,0.4,1
deepseek,keyboard,newleetcode.json,Q00003,0.5,1
deepseek,keyboard,newleetcode.json,Q00003,0.6,
deepseek,keyboard,newleetcode.json,Q00003,0.7,
deepseek,keyboard,newleetcode.json,Q00003,0.8,0
deepseek,keyboard,newleetcode.json,Q00003,0.9,0
deepseek,keyboard,newleetcode.json,Q00003,1.0,0
