model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,newleetcode.json,Q00007,0.0,1
deepseek,keyboard,newleetcode.json,Q00007,0.1,1
deepseek,keyboard,newleetcode.json,Q00007,0.2,1
deepseek,keyboard,newleetcode.json,Q00007,0.3,1
deepseek,keyboard,newleetcode.json,Q00007,0.4,1
deepseek,keyboard,newleetcode.json,Q00007,0.5,0
deepseek,keyboard,newleetcode.json,Q00007,0.6,
deepseek,keyboard,newleetcode.json,Q00007,0.7,
deepseek,keyboard,newleetcode.json,Q00007,0.8,0
deepseek,keyboard,newleetcode.json,Q00007,0.9,
deepseek,keyboard,newleetcode.json,Q00007,1.0,
