model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,newleetcode.json,Q00014,0.0,1
deepseek,keyboard,newleetcode.json,Q00014,0.1,0
deepseek,keyboard,newleetcode.json,Q00014,0.2,0
deepseek,keyboard,newleetcode.json,Q00014,0.3,1
deepseek,keyboard,newleetcode.json,Q00014,0.4,0
deepseek,keyboard,newleetcode.json,Q00014,0.5,0
deepseek,keyboard,newleetcode.json,Q00014,0.6,0
deepseek,keyboard,newleetcode.json,Q00014,0.7,
deepseek,keyboard,newleetcode.json,Q00014,0.8,0
deepseek,keyboard,newleetcode.json,Q00014,0.9,
deepseek,keyboard,newleetcode.json,Q00014,1.0,0
