model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,newleetcode.json,Q00005,0.0,1
deepseek,keyboard,newleetcode.json,Q00005,0.1,1
deepseek,keyboard,newleetcode.json,Q00005,0.2,1
deepseek,keyboard,newleetcode.json,Q00005,0.3,1
deepseek,keyboard,newleetcode.json,Q00005,0.4,1
deepseek,keyboard,newleetcode.json,Q00005,0.5,
deepseek,keyboard,newleetcode.json,Q00005,0.6,0
deepseek,keyboard,newleetcode.json,Q00005,0.7,
deepseek,keyboard,newleetcode.json,Q00005,0.8,0
deepseek,keyboard,newleetcode.json,Q00005,0.9,0
deepseek,keyboard,newleetcode.json,Q00005,1.0,0
