model,method,dataset,task,augmentation_rate,eval_score
anthropic,synonym,newleetcode.json,Q00014,0.0,1
anthropic,synonym,newleetcode.json,Q00014,0.1,1
anthropic,synonym,newleetcode.json,Q00014,0.2,1
anthropic,synonym,newleetcode.json,Q00014,0.3,1
anthropic,synonym,newleetcode.json,Q00014,0.4,1
anthropic,synonym,newleetcode.json,Q00014,0.5,1
anthropic,synonym,newleetcode.json,Q00014,0.6,1
anthropic,synonym,newleetcode.json,Q00014,0.7,1
anthropic,synonym,newleetcode.json,Q00014,0.8,1
anthropic,synonym,newleetcode.json,Q00014,0.9,1
anthropic,synonym,newleetcode.json,Q00014,1.0,1
