model,method,dataset,task,augmentation_rate,eval_score
anthropic,synonym,newleetcode.json,Q00005,0.0,1
anthropic,synonym,newleetcode.json,Q00005,0.1,1
anthropic,synonym,newleetcode.json,Q00005,0.2,1
anthropic,synonym,newleetcode.json,Q00005,0.3,1
anthropic,synonym,newleetcode.json,Q00005,0.4,0
anthropic,synonym,newleetcode.json,Q00005,0.5,1
anthropic,synonym,newleetcode.json,Q00005,0.6,0
anthropic,synonym,newleetcode.json,Q00005,0.7,1
anthropic,synonym,newleetcode.json,Q00005,0.8,1
anthropic,synonym,newleetcode.json,Q00005,0.9,1
anthropic,synonym,newleetcode.json,Q00005,1.0,0
