model,method,dataset,task,augmentation_rate,eval_score
google,keyboard,math.json,Q00015,0.0,1.0
google,keyboard,math.json,Q00015,0.1,1.0
google,keyboard,math.json,Q00015,0.2,0.0
google,keyboard,math.json,Q00015,0.3,1.0
google,keyboard,math.json,Q00015,0.4,1.0
google,keyboard,math.json,Q00015,0.5,1.0
google,keyboard,math.json,Q00015,0.6,1.0
google,keyboard,math.json,Q00015,0.7,0.0
google,keyboard,math.json,Q00015,0.8,0.0
google,keyboard,math.json,Q00015,0.9,0.0
google,keyboard,math.json,Q00015,1.0,0.0
