model,method,dataset,task,augmentation_rate,eval_score
google,keyboard,math.json,Q00017,0.0,1.0
google,keyboard,math.json,Q00017,0.1,1.0
google,keyboard,math.json,Q00017,0.2,1.0
google,keyboard,math.json,Q00017,0.3,0.0
google,keyboard,math.json,Q00017,0.4,1.0
google,keyboard,math.json,Q00017,0.5,1.0
google,keyboard,math.json,Q00017,0.6,0.0
google,keyboard,math.json,Q00017,0.7,0.0
google,keyboard,math.json,Q00017,0.8,1.0
google,keyboard,math.json,Q00017,0.9,0.0
google,keyboard,math.json,Q00017,1.0,1.0
