model,method,dataset,task,augmentation_rate,eval_score
openai,keyboard,oldleetcode.json,Q00011,0.0,1
openai,keyboard,oldleetcode.json,Q00011,0.1,1
openai,keyboard,oldleetcode.json,Q00011,0.2,1
openai,keyboard,oldleetcode.json,Q00011,0.3,1
openai,keyboard,oldleetcode.json,Q00011,0.4,1
openai,keyboard,oldleetcode.json,Q00011,0.5,1
openai,keyboard,oldleetcode.json,Q00011,0.6,1
openai,keyboard,oldleetcode.json,Q00011,0.7,1
openai,keyboard,oldleetcode.json,Q00011,0.8,1
openai,keyboard,oldleetcode.json,Q00011,0.9,1
openai,keyboard,oldleetcode.json,Q00011,1.0,0
