model,method,dataset,task,augmentation_rate,eval_score
openai,keyboard,oldleetcode.json,Q00012,0.0,1
openai,keyboard,oldleetcode.json,Q00012,0.1,1
openai,keyboard,oldleetcode.json,Q00012,0.2,1
openai,keyboard,oldleetcode.json,Q00012,0.3,1
openai,keyboard,oldleetcode.json,Q00012,0.4,0
openai,keyboard,oldleetcode.json,Q00012,0.5,1
openai,keyboard,oldleetcode.json,Q00012,0.6,1
openai,keyboard,oldleetcode.json,Q00012,0.7,1
openai,keyboard,oldleetcode.json,Q00012,0.8,0
openai,keyboard,oldleetcode.json,Q00012,0.9,0
openai,keyboard,oldleetcode.json,Q00012,1.0,1
