model,method,dataset,task,augmentation_rate,eval_score
anthropic,random,oldleetcode.json,Q00014,0.0,0
anthropic,random,oldleetcode.json,Q00014,0.1,0
anthropic,random,oldleetcode.json,Q00014,0.2,0
anthropic,random,oldleetcode.json,Q00014,0.3,0
anthropic,random,oldleetcode.json,Q00014,0.4,0
anthropic,random,oldleetcode.json,Q00014,0.5,0
anthropic,random,oldleetcode.json,Q00014,0.6,0
anthropic,random,oldleetcode.json,Q00014,0.7,0
anthropic,random,oldleetcode.json,Q00014,0.8,0
anthropic,random,oldleetcode.json,Q00014,0.9,0
anthropic,random,oldleetcode.json,Q00014,1.0,0
