model,method,dataset,task,augmentation_rate,eval_score
meta,synonym,oldleetcode.json,Q00006,0.0,1
meta,synonym,oldleetcode.json,Q00006,0.1,1
meta,synonym,oldleetcode.json,Q00006,0.2,1
meta,synonym,oldleetcode.json,Q00006,0.3,1
meta,synonym,oldleetcode.json,Q00006,0.4,1
meta,synonym,oldleetcode.json,Q00006,0.5,1
meta,synonym,oldleetcode.json,Q00006,0.6,0
meta,synonym,oldleetcode.json,Q00006,0.7,0
meta,synonym,oldleetcode.json,Q00006,0.8,1
meta,synonym,oldleetcode.json,Q00006,0.9,0
meta,synonym,oldleetcode.json,Q00006,1.0,1
