model,method,dataset,task,augmentation_rate,eval_score
meta,synonym,oldleetcode.json,Q00003,0.0,0
meta,synonym,oldleetcode.json,Q00003,0.1,0
meta,synonym,oldleetcode.json,Q00003,0.2,1
meta,synonym,oldleetcode.json,Q00003,0.3,1
meta,synonym,oldleetcode.json,Q00003,0.4,1
meta,synonym,oldleetcode.json,Q00003,0.5,1
meta,synonym,oldleetcode.json,Q00003,0.6,1
meta,synonym,oldleetcode.json,Q00003,0.7,0
meta,synonym,oldleetcode.json,Q00003,0.8,1
meta,synonym,oldleetcode.json,Q00003,0.9,1
meta,synonym,oldleetcode.json,Q00003,1.0,1
