model,method,dataset,task,augmentation_rate,eval_score
deepseek,random,newleetcode.json,Q00019,0.0,1
deepseek,random,newleetcode.json,Q00019,0.1,1
deepseek,random,newleetcode.json,Q00019,0.2,1
deepseek,random,newleetcode.json,Q00019,0.3,0
deepseek,random,newleetcode.json,Q00019,0.4,
deepseek,random,newleetcode.json,Q00019,0.5,0
deepseek,random,newleetcode.json,Q00019,0.6,0
deepseek,random,newleetcode.json,Q00019,0.7,
deepseek,random,newleetcode.json,Q00019,0.8,
deepseek,random,newleetcode.json,Q00019,0.9,0
deepseek,random,newleetcode.json,Q00019,1.0,0
