model,method,dataset,task,augmentation_rate,eval_score
deepseek,random,newleetcode.json,Q00005,0.0,
deepseek,random,newleetcode.json,Q00005,0.1,1
deepseek,random,newleetcode.json,Q00005,0.2,1
deepseek,random,newleetcode.json,Q00005,0.3,1
deepseek,random,newleetcode.json,Q00005,0.4,
deepseek,random,newleetcode.json,Q00005,0.5,0
deepseek,random,newleetcode.json,Q00005,0.6,
deepseek,random,newleetcode.json,Q00005,0.7,0
deepseek,random,newleetcode.json,Q00005,0.8,0
deepseek,random,newleetcode.json,Q00005,0.9,0
deepseek,random,newleetcode.json,Q00005,1.0,0
