model,method,dataset,task,augmentation_rate,eval_score
openai,synonym,oldleetcode.json,Q00008,0.0,1
openai,synonym,oldleetcode.json,Q00008,0.1,1
openai,synonym,oldleetcode.json,Q00008,0.2,1
openai,synonym,oldleetcode.json,Q00008,0.3,0
openai,synonym,oldleetcode.json,Q00008,0.4,0
openai,synonym,oldleetcode.json,Q00008,0.5,0
openai,synonym,oldleetcode.json,Q00008,0.6,1
openai,synonym,oldleetcode.json,Q00008,0.7,0
openai,synonym,oldleetcode.json,Q00008,0.8,1
openai,synonym,oldleetcode.json,Q00008,0.9,0
openai,synonym,oldleetcode.json,Q00008,1.0,1
