model,method,dataset,task,augmentation_rate,eval_score
openai,synonym,oldleetcode.json,Q00009,0.0,0
openai,synonym,oldleetcode.json,Q00009,0.1,1
openai,synonym,oldleetcode.json,Q00009,0.2,1
openai,synonym,oldleetcode.json,Q00009,0.3,1
openai,synonym,oldleetcode.json,Q00009,0.4,0
openai,synonym,oldleetcode.json,Q00009,0.5,1
openai,synonym,oldleetcode.json,Q00009,0.6,0.0
openai,synonym,oldleetcode.json,Q00009,0.7,0
openai,synonym,oldleetcode.json,Q00009,0.8,0
openai,synonym,oldleetcode.json,Q00009,0.9,1
openai,synonym,oldleetcode.json,Q00009,1.0,0
