model,method,dataset,task,augmentation_rate,eval_score
anthropic,keyboard,math.json,Q00008,0.0,1.0
anthropic,keyboard,math.json,Q00008,0.1,1.0
anthropic,keyboard,math.json,Q00008,0.2,1.0
anthropic,keyboard,math.json,Q00008,0.3,1.0
anthropic,keyboard,math.json,Q00008,0.4,1.0
anthropic,keyboard,math.json,Q00008,0.5,1.0
anthropic,keyboard,math.json,Q00008,0.6,1.0
anthropic,keyboard,math.json,Q00008,0.7,0.0
anthropic,keyboard,math.json,Q00008,0.8,0.0
anthropic,keyboard,math.json,Q00008,0.9,0.0
anthropic,keyboard,math.json,Q00008,1.0,0.0
