model,method,dataset,task,augmentation_rate,eval_score
anthropic,keyboard,math.json,Q00012,0.0,0.0
anthropic,keyboard,math.json,Q00012,0.1,0.0
anthropic,keyboard,math.json,Q00012,0.2,0.0
anthropic,keyboard,math.json,Q00012,0.3,0.0
anthropic,keyboard,math.json,Q00012,0.4,
anthropic,keyboard,math.json,Q00012,0.5,
anthropic,keyboard,math.json,Q00012,0.6,
anthropic,keyboard,math.json,Q00012,0.7,
anthropic,keyboard,math.json,Q00012,0.8,
anthropic,keyboard,math.json,Q00012,0.9,
anthropic,keyboard,math.json,Q00012,1.0,
